"Cycle"  "Average State"  "Average Threshold"  "Clusters"
  4845    0.1049   -0.0304      6690
  4846    0.1113   -0.0021      7899
  4847    0.1207    0.0288      7000
  4848    0.1289    0.0624      6741
  4849    0.1315    0.0959      5853
  4850    0.1251    0.1262      4667
  4851    0.1037    0.1498      5235
  4852    0.0708    0.1635      5958
  4853    0.0327    0.1668      6180
  4854   -0.0022    0.1620      6081
  4855   -0.0342    0.1494      5878
  4856   -0.0620    0.1301      6044
  4857   -0.0865    0.1055      5707
  4858   -0.1046    0.0770      5899
  4859   -0.1164    0.0462      6169
  4860   -0.1227    0.0149      5734
  4861   -0.1278   -0.0177      6014
  4862   -0.1348   -0.0519      7591
  4863   -0.1396   -0.0872      7794
  4864   -0.1364   -0.1205      6994
  4865   -0.1214   -0.1487      7199
  4866   -0.0948   -0.1690      6881
  4867   -0.0555   -0.1786      6049
  4868   -0.0151   -0.1774      5525
  4869    0.0229   -0.1661      5416
  4870    0.0550   -0.1480      5739
  4871    0.0815   -0.1244      5793
  4872    0.1041   -0.0953      5358
  4873    0.1231   -0.0627      4562
  4874    0.1339   -0.0277      4656
  4875    0.1354    0.0070      6207
  4876    0.1337    0.0404      7287
  4877    0.1323    0.0735      6711
  4878    0.1301    0.1055      6837
  4879    0.1225    0.1353      6105
  4880    0.1072    0.1603      4899
  4881    0.0783    0.1772      5567
  4882    0.0383    0.1819      6622
  4883   -0.0056    0.1753      6657
  4884   -0.0448    0.1589      6478
  4885   -0.0761    0.1356      6230
  4886   -0.1018    0.1067      5934
  4887   -0.1237    0.0732      5651
  4888   -0.1403    0.0358      5817
  4889   -0.1492   -0.0025      5983
  4890   -0.1474   -0.0395      5710
  4891   -0.1391   -0.0734      5954
  4892   -0.1297   -0.1046      6523
  4893   -0.1196   -0.1333      6909
  4894   -0.1083   -0.1595      7148
  4895   -0.0916   -0.1799      7732
  4896   -0.0645   -0.1928      7776
  4897   -0.0257   -0.1939      6507
  4898    0.0185   -0.1836      5942
  4899    0.0618   -0.1626      5708
  4900    0.0970   -0.1341      5901
  4901    0.1245   -0.0996      5851
  4902    0.1446   -0.0605      5051
  4903    0.1590   -0.0189      4258
  4904    0.1638    0.0227      4044
  4905    0.1566    0.0605      5021
  4906    0.1413    0.0936      6278
  4907    0.1238    0.1218      6706
  4908    0.1086    0.1466      6863
  4909    0.0947    0.1689      6769
  4910    0.0764    0.1863      6002
  4911    0.0482    0.1952      5973
  4912    0.0089    0.1929      6304
  4913   -0.0366    0.1782      6601
  4914   -0.0799    0.1530      6912
  4915   -0.1163    0.1193      7161
  4916   -0.1433    0.0802      6606
  4917   -0.1611    0.0371      5892
  4918   -0.1695   -0.0068      5568
  4919   -0.1666   -0.0481      5447
  4920   -0.1518   -0.0847      5126
  4921   -0.1307   -0.1151      5187
  4922   -0.1103   -0.1401      6229
  4923   -0.0927   -0.1607      6559
  4924   -0.0746   -0.1771      6896
  4925   -0.0539   -0.1881      7885
  4926   -0.0257   -0.1916      7808
  4927    0.0122   -0.1842      7024
  4928    0.0571   -0.1650      6079
  4929    0.0997   -0.1347      5964
  4930    0.1338   -0.0965      5904
  4931    0.1557   -0.0539      5310
  4932    0.1669   -0.0110      4645
  4933    0.1674    0.0309      3996
  4934    0.1590    0.0693      3660
  4935    0.1417    0.1027      4846
  4936    0.1180    0.1291      6389
  4937    0.0941    0.1497      6494
  4938    0.0733    0.1656      6628
  4939    0.0528    0.1761      6953
  4940    0.0319    0.1813      6568
  4941    0.0052    0.1793      6239
  4942   -0.0318    0.1666      6483
  4943   -0.0742    0.1429      7149
  4944   -0.1122    0.1095      7038
  4945   -0.1401    0.0711      6714
  4946   -0.1556    0.0301      6337
  4947   -0.1603   -0.0108      5163
  4948   -0.1588   -0.0509      4986
  4949   -0.1494   -0.0878      5556
  4950   -0.1304   -0.1185      5465
  4951   -0.1036   -0.1409      5031
  4952   -0.0779   -0.1567      5992
  4953   -0.0537   -0.1673      6504
  4954   -0.0307   -0.1723      7033
  4955   -0.0070   -0.1710      7663
  4956    0.0177   -0.1633      7747
  4957    0.0472   -0.1472      7233
  4958    0.0811   -0.1229      5981
  4959    0.1126   -0.0911      5294
  4960    0.1350   -0.0546      5517
  4961    0.1469   -0.0163      5340
  4962    0.1504    0.0214      5068
  4963    0.1474    0.0580      4445
  4964    0.1382    0.0921      3855
  4965    0.1173    0.1191      4696
  4966    0.0882    0.1381      6417
  4967    0.0591    0.1495      6564
  4968    0.0335    0.1553      6840
  4969    0.0091    0.1543      7180
  4970   -0.0149    0.1478      7623
  4971   -0.0369    0.1360      7328
  4972   -0.0597    0.1186      5895
  4973   -0.0836    0.0951      5878
  4974   -0.1077    0.0649      6295
  4975   -0.1257    0.0312      6477
  4976   -0.1367   -0.0046      6562
  4977   -0.1391   -0.0399      5217
  4978   -0.1355   -0.0736      5322
  4979   -0.1249   -0.1040      5922
  4980   -0.1028   -0.1274      6017
  4981   -0.0712   -0.1410      5711
  4982   -0.0391   -0.1465      6312
  4983   -0.0095   -0.1447      6712
  4984    0.0183   -0.1369      7047
  4985    0.0410   -0.1236      6987
  4986    0.0592   -0.1057      6924
  4987    0.0772   -0.0846      6682
  4988    0.0940   -0.0588      5477
  4989    0.1112   -0.0293      5119
  4990    0.1214    0.0027      5549
  4991    0.1259    0.0345      5637
  4992    0.1250    0.0653      5641
  4993    0.1208    0.0950      4558
  4994    0.1105    0.1213      3815
  4995    0.0871    0.1404      4876
  4996    0.0552    0.1503      6538
  4997    0.0213    0.1515      6769
  4998   -0.0086    0.1452      6834
  4999   -0.0372    0.1322      7687
  5000   -0.0636    0.1128      8569
  5001   -0.0832    0.0892      7707
  5002   -0.0981    0.0629      6034
  5003   -0.1091    0.0341      5702
  5004   -0.1147    0.0050      5288
  5005   -0.1159   -0.0240      5295
  5006   -0.1119   -0.0514      5724
  5007   -0.1077   -0.0780      5270
  5008   -0.1031   -0.1033      5480
  5009   -0.0908   -0.1252      6033
  5010   -0.0677   -0.1394      6075
  5011   -0.0364   -0.1448      6102
  5012   -0.0033   -0.1421      7040
  5013    0.0283   -0.1311      7456
  5014    0.0585   -0.1127      7375
  5015    0.0820   -0.0892      6741
  5016    0.0976   -0.0632      6521
  5017    0.1043   -0.0360      6471
  5018    0.1067   -0.0090      5009
  5019    0.1046    0.0170      4785
  5020    0.0991    0.0415      5484
  5021    0.0929    0.0638      6278
  5022    0.0881    0.0857      5973
  5023    0.0826    0.1065      4444
  5024    0.0718    0.1234      3810
  5025    0.0495    0.1333      4711
  5026    0.0183    0.1341      6373
  5027   -0.0165    0.1253      6919
  5028   -0.0469    0.1098      7421
  5029   -0.0729    0.0883      7702
  5030   -0.0905    0.0625      8309
  5031   -0.0999    0.0361      7640
  5032   -0.1013    0.0111      6406
  5033   -0.0990   -0.0134      5608
  5034   -0.0920   -0.0355      5144
  5035   -0.0845   -0.0558      5432
  5036   -0.0762   -0.0741      5632
  5037   -0.0714   -0.0912      5389
  5038   -0.0671   -0.1075      5589
  5039   -0.0562   -0.1204      5804
  5040   -0.0347   -0.1273      5991
  5041   -0.0032   -0.1242      6353
  5042    0.0327   -0.1117      6613
  5043    0.0647   -0.0910      6393
  5044    0.0884   -0.0660      6460
  5045    0.1002   -0.0391      6482
  5046    0.1026   -0.0125      6910
  5047    0.0993    0.0119      6823
  5048    0.0933    0.0341      5581
  5049    0.0854    0.0542      5249
  5050    0.0761    0.0725      5734
  5051    0.0652    0.0876      6405
  5052    0.0564    0.1006      6082
  5053    0.0503    0.1122      4650
  5054    0.0399    0.1208      3923
  5055    0.0177    0.1228      4374
  5056   -0.0141    0.1154      5999
  5057   -0.0508    0.0978      7151
  5058   -0.0825    0.0728      7912
  5059   -0.1059    0.0427      8269
  5060   -0.1148    0.0124      8341
  5061   -0.1118   -0.0161      7159
  5062   -0.1008   -0.0402      5888
  5063   -0.0885   -0.0603      5244
  5064   -0.0752   -0.0774      5163
  5065   -0.0621   -0.0915      5662
  5066   -0.0500   -0.1030      5490
  5067   -0.0398   -0.1117      5409
  5068   -0.0332   -0.1191      5929
  5069   -0.0229   -0.1236      6236
  5070   -0.0005   -0.1208      6549
  5071    0.0321   -0.1088      6592
  5072    0.0694   -0.0866      6441
  5073    0.1027   -0.0568      6568
  5074    0.1261   -0.0219      6208
  5075    0.1341    0.0136      5575
  5076    0.1247    0.0443      6242
  5077    0.1040    0.0676      6691
  5078    0.0822    0.0850      5625
  5079    0.0636    0.0985      5235
  5080    0.0476    0.1082      5928
  5081    0.0345    0.1147      6461
  5082    0.0265    0.1209      6277
  5083    0.0200    0.1246      5063
  5084    0.0088    0.1252      4188
  5085   -0.0135    0.1188      4509
  5086   -0.0470    0.1028      6085
  5087   -0.0826    0.0778      7322
  5088   -0.1132    0.0458      7238
  5089   -0.1335    0.0092      8274
  5090   -0.1393   -0.0271      8685
  5091   -0.1252   -0.0567      7336
  5092   -0.0985   -0.0781      5909
  5093   -0.0707   -0.0928      4922
  5094   -0.0502   -0.1023      5212
  5095   -0.0316   -0.1080      5450
  5096   -0.0179   -0.1108      5598
  5097   -0.0094   -0.1114      5669
  5098   -0.0037   -0.1114      6214
  5099    0.0078   -0.1085      6291
  5100    0.0284   -0.0995      6202
  5101    0.0567   -0.0816      5960
  5102    0.0868   -0.0561      5850
  5103    0.1123   -0.0245      6708
  5104    0.1295    0.0101      6197
  5105    0.1314    0.0437      5337
  5106    0.1150    0.0707      6370
  5107    0.0876    0.0895      6854
  5108    0.0597    0.1006      6105
  5109    0.0363    0.1064      5588
  5110    0.0153    0.1078      6344
  5111    0.0003    0.1052      6642
  5112   -0.0089    0.1017      6438
  5113   -0.0149    0.0970      5412
  5114   -0.0252    0.0897      4501
  5115   -0.0422    0.0769      4555
  5116   -0.0652    0.0575      5540
  5117   -0.0884    0.0326      6536
  5118   -0.1076    0.0031      6673
  5119   -0.1200   -0.0291      7654
  5120   -0.1208   -0.0595      8439
  5121   -0.1040   -0.0839      7407
  5122   -0.0759   -0.0996      6130
  5123   -0.0455   -0.1074      5584
  5124   -0.0167   -0.1081      5644
  5125    0.0066   -0.1034      5431
  5126    0.0230   -0.0952      5715
  5127    0.0313   -0.0860      5639
  5128    0.0359   -0.0763      6049
  5129    0.0428   -0.0646      6535
  5130    0.0574   -0.0483      5843
  5131    0.0781   -0.0269      5154
  5132    0.0977    0.0003      5109
  5133    0.1126    0.0304      6066
  5134    0.1195    0.0613      5954
  5135    0.1138    0.0894      5231
  5136    0.0929    0.1098      6349
  5137    0.0635    0.1221      7239
  5138    0.0323    0.1262      6305
  5139    0.0041    0.1240      5565
  5140   -0.0208    0.1153      6476
  5141   -0.0403    0.1027      6693
  5142   -0.0517    0.0882      6641
  5143   -0.0579    0.0726      5860
  5144   -0.0650    0.0554      4736
  5145   -0.0766    0.0354      5210
  5146   -0.0930    0.0102      5571
  5147   -0.1096   -0.0193      6176
  5148   -0.1209   -0.0512      6595
  5149   -0.1240   -0.0829      7465
  5150   -0.1129   -0.1098      7595
  5151   -0.0864   -0.1287      6646
  5152   -0.0543   -0.1382      6145
  5153   -0.0232   -0.1400      5965
  5154    0.0065   -0.1350      6190
  5155    0.0336   -0.1231      6117
  5156    0.0553   -0.1061      5867
  5157    0.0699   -0.0872      5678
  5158    0.0776   -0.0667      6167
  5159    0.0841   -0.0446      6839
  5160    0.0943   -0.0197      5869
  5161    0.1079    0.0086      5187
  5162    0.1195    0.0405      4941
  5163    0.1249    0.0722      5570
  5164    0.1218    0.1022      5115
  5165    0.1052    0.1267      5117
  5166    0.0771    0.1426      6658
  5167    0.0429    0.1488      7119
  5168    0.0089    0.1470      6547
  5169   -0.0222    0.1379      6115
  5170   -0.0505    0.1220      6549
  5171   -0.0740    0.1003      7216
  5172   -0.0909    0.0751      7185
  5173   -0.1004    0.0484      6443
  5174   -0.1040    0.0221      5003
  5175   -0.1074   -0.0049      4803
  5176   -0.1130   -0.0340      5260
  5177   -0.1167   -0.0641      5757
  5178   -0.1153   -0.0929      5610
  5179   -0.1074   -0.1190      6910
  5180   -0.0899   -0.1394      7845
  5181   -0.0609   -0.1513      6871
  5182   -0.0273   -0.1537      6402
  5183    0.0063   -0.1478      6156
  5184    0.0368   -0.1353      6358
  5185    0.0650   -0.1155      6690
  5186    0.0902   -0.0896      6779
  5187    0.1075   -0.0610      5595
  5188    0.1145   -0.0312      5245
  5189    0.1145   -0.0025      5812
  5190    0.1118    0.0254      5406
  5191    0.1103    0.0528      4865
  5192    0.1083    0.0802      4769
  5193    0.1032    0.1053      5442
  5194    0.0935    0.1278      5438
  5195    0.0758    0.1448      5604
  5196    0.0476    0.1531      7011
  5197    0.0127    0.1519      7179
  5198   -0.0212    0.1423      6769
  5199   -0.0504    0.1260      6656
  5200   -0.0781    0.1037      6936
  5201   -0.1008    0.0755      7280
  5202   -0.1184    0.0432      7617
  5203   -0.1268    0.0097      6510
  5204   -0.1255   -0.0222      5201
  5205   -0.1188   -0.0518      4673
  5206   -0.1105   -0.0780      4791
  5207   -0.1000   -0.1016      4519
  5208   -0.0886   -0.1222      4606
  5209   -0.0789   -0.1404      6674
  5210   -0.0638   -0.1548      8248
  5211   -0.0374   -0.1612      7512
  5212   -0.0023   -0.1571      6849
  5213    0.0336   -0.1441      6576
  5214    0.0662   -0.1233      6683
  5215    0.0929   -0.0963      7222
  5216    0.1159   -0.0640      6850
  5217    0.1326   -0.0288      5535
  5218    0.1381    0.0068      4549
  5219    0.1320    0.0395      4934
  5220    0.1191    0.0679      4863
  5221    0.1039    0.0923      4514
  5222    0.0874    0.1119      5106
  5223    0.0734    0.1286      5615
  5224    0.0636    0.1432      5401
  5225    0.0490    0.1536      5557
  5226    0.0233    0.1569      7281
  5227   -0.0086    0.1505      7507
  5228   -0.0427    0.1356      6916
  5229   -0.0741    0.1136      6808
  5230   -0.1022    0.0849      7613
  5231   -0.1219    0.0519      7427
  5232   -0.1320    0.0173      7351
  5233   -0.1324   -0.0163      6305
  5234   -0.1215   -0.0457      5108
  5235   -0.1048   -0.0696      4625
  5236   -0.0872   -0.0895      4431
  5237   -0.0703   -0.1048      4071
  5238   -0.0572   -0.1173      4488
  5239   -0.0469   -0.1278      6581
  5240   -0.0338   -0.1349      8678
  5241   -0.0109   -0.1350      8004
  5242    0.0190   -0.1263      7017
  5243    0.0504   -0.1095      6470
  5244    0.0785   -0.0860      6336
  5245    0.1004   -0.0582      6499
  5246    0.1142   -0.0276      6899
  5247    0.1214    0.0037      5556
  5248    0.1204    0.0337      4765
  5249    0.1086    0.0599      5107
  5250    0.0906    0.0805      4975
  5251    0.0712    0.0956      4930
  5252    0.0552    0.1075      5068
  5253    0.0415    0.1159      5197
  5254    0.0296    0.1216      5735
  5255    0.0148    0.1226      6324
  5256   -0.0086    0.1178      7639
  5257   -0.0358    0.1054      7424
  5258   -0.0628    0.0859      6791
  5259   -0.0860    0.0611      7061
  5260   -0.1016    0.0337      7519
  5261   -0.1074    0.0061      6295
  5262   -0.1088   -0.0218      6452
  5263   -0.1052   -0.0481      6389
  5264   -0.0943   -0.0707      5372
  5265   -0.0749   -0.0869      4577
  5266   -0.0549   -0.0980      4245
  5267   -0.0367   -0.1049      4359
  5268   -0.0214   -0.1080      5061
  5269   -0.0075   -0.1078      6627
  5270    0.0070   -0.1044      8283
  5271    0.0257   -0.0953      7757
  5272    0.0506   -0.0797      6704
  5273    0.0732   -0.0587      6257
  5274    0.0910   -0.0335      5638
  5275    0.0986   -0.0074      6041
  5276    0.0985    0.0175      6999
  5277    0.0964    0.0414      6028
  5278    0.0914    0.0637      5045
  5279    0.0780    0.0817      5070
  5280    0.0589    0.0941      5212
  5281    0.0388    0.1014      4848
  5282    0.0201    0.1048      4807
  5283    0.0034    0.1034      5651
  5284   -0.0119    0.0983      6528
  5285   -0.0258    0.0902      7020
  5286   -0.0429    0.0773      7691
  5287   -0.0632    0.0591      7213
  5288   -0.0801    0.0369      6603
  5289   -0.0905    0.0130      6575
  5290   -0.0922   -0.0107      6695
  5291   -0.0883   -0.0320      6128
  5292   -0.0846   -0.0521      6069
  5293   -0.0785   -0.0707      6436
  5294   -0.0657   -0.0859      5811
  5295   -0.0480   -0.0958      5096
  5296   -0.0267   -0.0996      4530
  5297   -0.0065   -0.0986      4657
  5298    0.0124   -0.0931      5336
  5299    0.0276   -0.0839      6769
  5300    0.0411   -0.0720      7922
  5301    0.0543   -0.0573      7179
  5302    0.0646   -0.0397      6667
  5303    0.0711   -0.0207      5971
  5304    0.0747   -0.0019      5615
  5305    0.0741    0.0169      5868
  5306    0.0682    0.0330      7220
  5307    0.0627    0.0485      6804
  5308    0.0578    0.0624      5456
  5309    0.0476    0.0733      5147
  5310    0.0323    0.0791      5228
  5311    0.0137    0.0805      4899
  5312   -0.0057    0.0766      5067
  5313   -0.0221    0.0690      5744
  5314   -0.0350    0.0587      6744
  5315   -0.0433    0.0458      6982
  5316   -0.0502    0.0326      7281
  5317   -0.0547    0.0186      6739
  5318   -0.0578    0.0031      6050
  5319   -0.0576   -0.0118      6284
  5320   -0.0548   -0.0248      6697
  5321   -0.0511   -0.0368      6283
  5322   -0.0461   -0.0476      6458
  5323   -0.0411   -0.0572      6853
  5324   -0.0321   -0.0642      6225
  5325   -0.0186   -0.0675      5480
  5326   -0.0014   -0.0663      4832
  5327    0.0165   -0.0597      4675
  5328    0.0317   -0.0497      5157
  5329    0.0433   -0.0370      6085
  5330    0.0490   -0.0243      6749
  5331    0.0519   -0.0107      6400
  5332    0.0515    0.0022      6656
  5333    0.0488    0.0138      6580
  5334    0.0469    0.0250      5761
  5335    0.0431    0.0357      5923
  5336    0.0368    0.0440      7260
  5337    0.0300    0.0504      7310
  5338    0.0248    0.0559      6203
  5339    0.0168    0.0593      5558
  5340    0.0051    0.0593      5099
  5341   -0.0117    0.0544      4836
  5342   -0.0296    0.0450      5167
  5343   -0.0450    0.0320      5960
  5344   -0.0539    0.0169      6661
  5345   -0.0572    0.0024      7136
  5346   -0.0582   -0.0120      7134
  5347   -0.0530   -0.0246      6094
  5348   -0.0444   -0.0344      5316
  5349   -0.0375   -0.0427      5850
  5350   -0.0299   -0.0494      6755
  5351   -0.0215   -0.0536      6712
  5352   -0.0143   -0.0560      6599
  5353   -0.0082   -0.0572      7051
  5354   -0.0013   -0.0570      6600
  5355    0.0115   -0.0532      5891
  5356    0.0278   -0.0441      5104
  5357    0.0454   -0.0307      4701
  5358    0.0594   -0.0143      5269
  5359    0.0687    0.0038      6349
  5360    0.0722    0.0224      6366
  5361    0.0682    0.0396      5537
  5362    0.0553    0.0517      5813
  5363    0.0385    0.0590      6156
  5364    0.0244    0.0636      6058
  5365    0.0135    0.0657      6323
  5366    0.0024    0.0649      6817
  5367   -0.0076    0.0619      7592
  5368   -0.0155    0.0568      7128
  5369   -0.0216    0.0507      5640
  5370   -0.0321    0.0410      4987
  5371   -0.0463    0.0275      5223
  5372   -0.0628    0.0101      5499
  5373   -0.0760   -0.0100      6087
  5374   -0.0820   -0.0317      6837
  5375   -0.0800   -0.0514      7003
  5376   -0.0694   -0.0676      6878
  5377   -0.0488   -0.0774      5523
  5378   -0.0247   -0.0805      5101
  5379   -0.0040   -0.0788      5429
  5380    0.0101   -0.0749      6506
  5381    0.0216   -0.0686      7146
  5382    0.0306   -0.0600      6895
  5383    0.0386   -0.0493      6498
  5384    0.0450   -0.0375      6868
  5385    0.0521   -0.0236      6265
  5386    0.0623   -0.0069      5289
  5387    0.0748    0.0131      5009
  5388    0.0824    0.0348      5268
  5389    0.0827    0.0560      5617
  5390    0.0759    0.0740      5434
  5391    0.0596    0.0871      5207
  5392    0.0355    0.0934      5807
  5393    0.0086    0.0929      6235
  5394   -0.0143    0.0859      6534
  5395   -0.0318    0.0761      6956
  5396   -0.0434    0.0638      7050
  5397   -0.0539    0.0492      7742
  5398   -0.0614    0.0329      7668
  5399   -0.0657    0.0158      6003
  5400   -0.0688   -0.0016      5328
  5401   -0.0767   -0.0220      5282
  5402   -0.0850   -0.0442      5366
  5403   -0.0893   -0.0674      5722
  5404   -0.0871   -0.0894      6908
  5405   -0.0749   -0.1065      6921
  5406   -0.0497   -0.1158      6040
  5407   -0.0181   -0.1160      5316
  5408    0.0124   -0.1088      5137
  5409    0.0373   -0.0959      5027
  5410    0.0551   -0.0798      5942
  5411    0.0661   -0.0615      7355
  5412    0.0755   -0.0414      7664
  5413    0.0824   -0.0203      6555
  5414    0.0860    0.0020      7164
  5415    0.0877    0.0239      6377
  5416    0.0913    0.0477      5015
  5417    0.0950    0.0718      4675
  5418    0.0921    0.0942      5035
  5419    0.0820    0.1133      5194
  5420    0.0633    0.1270      5116
  5421    0.0350    0.1324      5449
  5422    0.0016    0.1287      6004
  5423   -0.0300    0.1169      6264
  5424   -0.0566    0.0994      6627
  5425   -0.0769    0.0773      7209
  5426   -0.0888    0.0536      7002
  5427   -0.0963    0.0287      7644
  5428   -0.1015    0.0026      8006
  5429   -0.1004   -0.0229      6598
  5430   -0.0968   -0.0464      5813
  5431   -0.0920   -0.0690      5158
  5432   -0.0846   -0.0894      5087
  5433   -0.0765   -0.1069      5470
  5434   -0.0636   -0.1215      6146
  5435   -0.0455   -0.1309      6857
  5436   -0.0185   -0.1321      6258
  5437    0.0152   -0.1240      5517
  5438    0.0480   -0.1075      5131
  5439    0.0768   -0.0847      5444
  5440    0.0984   -0.0576      5704
  5441    0.1093   -0.0286      7310
  5442    0.1143    0.0005      7492
  5443    0.1169    0.0305      6292
  5444    0.1092    0.0566      6533
  5445    0.0956    0.0791      6028
  5446    0.0827    0.0979      5102
  5447    0.0700    0.1143      5057
  5448    0.0556    0.1264      5566
  5449    0.0418    0.1351      5584
  5450    0.0249    0.1396      4909
  5451   -0.0018    0.1360      5136
  5452   -0.0337    0.1236      6095
  5453   -0.0680    0.1020      6504
  5454   -0.0976    0.0738      6870
  5455   -0.1199    0.0409      7291
  5456   -0.1318    0.0061      7172
  5457   -0.1354   -0.0277      7727
  5458   -0.1312   -0.0600      8076
  5459   -0.1161   -0.0878      6720
  5460   -0.0939   -0.1086      5077
  5461   -0.0733   -0.1243      4953
  5462   -0.0536   -0.1354      5286
  5463   -0.0348   -0.1416      5303
  5464   -0.0168   -0.1436      5821
  5465    0.0028   -0.1407      6690
  5466    0.0257   -0.1314      6657
  5467    0.0583   -0.1131      6063
  5468    0.0928   -0.0857      5442
  5469    0.1205   -0.0522      5165
  5470    0.1368   -0.0162      5453
  5471    0.1443    0.0209      6713
  5472    0.1422    0.0566      7012
  5473    0.1311    0.0882      6233
  5474    0.1104    0.1136      6270
  5475    0.0843    0.1311      6106
  5476    0.0601    0.1426      5287
  5477    0.0383    0.1492      5236
  5478    0.0158    0.1507      6106
  5479   -0.0040    0.1471      6358
  5480   -0.0233    0.1383      5109
  5481   -0.0488    0.1231      5088
  5482   -0.0813    0.0991      6473
  5483   -0.1142    0.0661      6911
  5484   -0.1396    0.0278      6560
  5485   -0.1537   -0.0125      6616
  5486   -0.1556   -0.0518      7313
  5487   -0.1469   -0.0875      7510
  5488   -0.1276   -0.1179      7321
  5489   -0.1014   -0.1403      6300
  5490   -0.0713   -0.1545      5355
  5491   -0.0435   -0.1620      5525
  5492   -0.0165   -0.1629      5930
  5493    0.0093   -0.1577      5484
  5494    0.0314   -0.1468      5852
  5495    0.0525   -0.1310      6791
  5496    0.0758   -0.1092      6844
  5497    0.1080   -0.0783      6019
  5498    0.1399   -0.0387      5022
  5499    0.1617    0.0050      4698
  5500    0.1722    0.0499      4954
  5501    0.1702    0.0921      5369
  5502    0.1533    0.1285      6134
  5503    0.1253    0.1563      6517
  5504    0.0916    0.1754      6769
  5505    0.0565    0.1855      6288
  5506    0.0229    0.1870      5693
  5507   -0.0081    0.1806      6173
  5508   -0.0369    0.1680      6906
  5509   -0.0622    0.1496      6620
  5510   -0.0838    0.1263      5316
  5511   -0.1083    0.0961      5544
  5512   -0.1391    0.0577      6740
  5513   -0.1670    0.0119      7031
  5514   -0.1826   -0.0367      6158
  5515   -0.1831   -0.0829      5978
  5516   -0.1723   -0.1247      6915
  5517   -0.1508   -0.1596      7494
  5518   -0.1172   -0.1849      6737
  5519   -0.0797   -0.2001      6063
  5520   -0.0428   -0.2060      6128
  5521   -0.0047   -0.2022      6372
  5522    0.0309   -0.1895      6003
  5523    0.0643   -0.1690      5193
  5524    0.0899   -0.1431      5747
  5525    0.1094   -0.1131      7033
  5526    0.1317   -0.0776      6967
  5527    0.1579   -0.0348      5247
  5528    0.1770    0.0122      4157
  5529    0.1819    0.0585      4451
  5530    0.1762    0.1019      5067
  5531    0.1600    0.1403      5368
  5532    0.1342    0.1703      6118
  5533    0.1007    0.1913      6792
  5534    0.0625    0.2023      6846
  5535    0.0242    0.2036      5960
  5536   -0.0153    0.1951      5750
  5537   -0.0556    0.1763      6933
  5538   -0.0917    0.1486      7690
  5539   -0.1157    0.1168      6814
  5540   -0.1318    0.0812      5628
  5541   -0.1469    0.0427      5474
  5542   -0.1644   -0.0005      6419
  5543   -0.1751   -0.0458      6088
  5544   -0.1736   -0.0896      5295
  5545   -0.1633   -0.1293      5382
  5546   -0.1461   -0.1635      6788
  5547   -0.1192   -0.1899      7977
  5548   -0.0840   -0.2063      7200
  5549   -0.0461   -0.2132      6376
  5550   -0.0069   -0.2099      6547
  5551    0.0352   -0.1954      6882
  5552    0.0794   -0.1697      5950
  5553    0.1183   -0.1345      4825
  5554    0.1442   -0.0948      5100
  5555    0.1567   -0.0539      6120
  5556    0.1648   -0.0114      6187
  5557    0.1714    0.0328      4931
  5558    0.1720    0.0758      4105
  5559    0.1660    0.1168      4549
  5560    0.1528    0.1531      5456
  5561    0.1341    0.1843      5674
  5562    0.1067    0.2082      6241
  5563    0.0693    0.2205      7432
  5564    0.0275    0.2220      7389
  5565   -0.0157    0.2130      6230
  5566   -0.0609    0.1919      5897
  5567   -0.1058    0.1596      7168
  5568   -0.1429    0.1194      7667
  5569   -0.1636    0.0756      6806
  5570   -0.1686    0.0329      5849
  5571   -0.1675   -0.0090      5064
  5572   -0.1688   -0.0514      5232
  5573   -0.1670   -0.0929      5492
  5574   -0.1588   -0.1318      5333
  5575   -0.1434   -0.1657      5582
  5576   -0.1230   -0.1943      7282
  5577   -0.0941   -0.2142      8584
  5578   -0.0555   -0.2231      7680
  5579   -0.0112   -0.2203      6633
  5580    0.0317   -0.2070      7038
  5581    0.0735   -0.1828      6869
  5582    0.1132   -0.1493      5508
  5583    0.1452   -0.1089      4713
  5584    0.1624   -0.0653      4965
  5585    0.1666   -0.0233      5650
  5586    0.1648    0.0174      6061
  5587    0.1611    0.0577      5301
  5588    0.1555    0.0960      4436
  5589    0.1456    0.1317      4904
  5590    0.1302    0.1623      5408
  5591    0.1098    0.1871      5543
  5592    0.0805    0.2039      6474
  5593    0.0420    0.2095      7617
  5594   -0.0032    0.2031      7871
  5595   -0.0465    0.1857      6742
  5596   -0.0840    0.1596      6071
  5597   -0.1188    0.1256      6677
  5598   -0.1449    0.0860      6876
  5599   -0.1581    0.0445      6626
  5600   -0.1611    0.0040      6133
  5601   -0.1567   -0.0346      5115
  5602   -0.1499   -0.0712      4837
  5603   -0.1421   -0.1061      5747
  5604   -0.1303   -0.1373      5278
  5605   -0.1133   -0.1639      5595
  5606   -0.0917   -0.1844      7152
  5607   -0.0618   -0.1959      8687
  5608   -0.0235   -0.1972      7681
  5609    0.0203   -0.1868      6293
  5610    0.0602   -0.1666      6261
  5611    0.0953   -0.1384      6265
  5612    0.1250   -0.1033      5555
  5613    0.1471   -0.0634      5111
  5614    0.1588   -0.0219      5124
  5615    0.1593    0.0181      5429
  5616    0.1519    0.0560      5921
  5617    0.1413    0.0899      5346
  5618    0.1309    0.1216      4597
  5619    0.1150    0.1486      4912
  5620    0.0947    0.1698      5412
